unit,sizen_r2,indic_is,geo\time	2016 	2015 	2014 
PC_ENT_IACC,10_C10_33,E_CC_BS,LV	: 	1 	: c
PC_ENT_IACC,10_C10_33,E_CC_BS,MK	: 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_BS,MT	: 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_BS,NL	: 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_BS,NO	: 	5 	3 
PC_ENT_IACC,10_C10_33,E_CC_BS,PL	: 	1 	1 
PC_ENT_IACC,10_C10_33,E_CC_BS,PT	: 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_BS,RO	: 	0 n	0 n
PC_ENT_IACC,10_C10_33,E_CC_BS,RS	: 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_BS,SE	: 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_BS,SI	: 	: c	1 
PC_ENT_IACC,10_C10_33,E_CC_BS,SK	: 	1 	1 
PC_ENT_IACC,10_C10_33,E_CC_BS,UK	: 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_DS,AT	5 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_DS,BE	11 	11 	6 
PC_ENT_IACC,10_C10_33,E_CC_DS,BG	: u	: u	: u
PC_ENT_IACC,10_C10_33,E_CC_DS,CY	1 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_DS,CZ	6 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_DS,DE	: u	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_DS,DK	16 	11 	9 
PC_ENT_IACC,10_C10_33,E_CC_DS,EA	7 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_DS,EE	7 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_DS,EL	2 	2 	: u
PC_ENT_IACC,10_C10_33,E_CC_DS,ES	7 	7 	4 
PC_ENT_IACC,10_C10_33,E_CC_DS,EU15	8 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_DS,EU27	7 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_DS,EU28	7 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_DS,FI	14 	12 	11 
PC_ENT_IACC,10_C10_33,E_CC_DS,FR	8 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_DS,HR	12 	11 	10 
PC_ENT_IACC,10_C10_33,E_CC_DS,HU	4 	4 	3 
PC_ENT_IACC,10_C10_33,E_CC_DS,IE	: u	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_DS,IS	: 	: 	15 
PC_ENT_IACC,10_C10_33,E_CC_DS,IT	7 b	: 	13 
PC_ENT_IACC,10_C10_33,E_CC_DS,LT	5 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_DS,LU	7 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_DS,LV	3 	4 	: c
PC_ENT_IACC,10_C10_33,E_CC_DS,MK	1 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_DS,MT	5 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_DS,NL	11 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_DS,NO	12 	10 	7 
PC_ENT_IACC,10_C10_33,E_CC_DS,PL	3 	2 	2 
PC_ENT_IACC,10_C10_33,E_CC_DS,PT	4 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_DS,RO	1 	1 	1 
PC_ENT_IACC,10_C10_33,E_CC_DS,RS	: 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_DS,SE	13 	: 	11 
PC_ENT_IACC,10_C10_33,E_CC_DS,SI	6 	5 	4 
PC_ENT_IACC,10_C10_33,E_CC_DS,SK	4 	5 	3 
PC_ENT_IACC,10_C10_33,E_CC_DS,UK	11 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_HI,AT	5 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_HI,BE	13 	11 	: u
PC_ENT_IACC,10_C10_33,E_CC_HI,BG	: u	: u	: u
PC_ENT_IACC,10_C10_33,E_CC_HI,CY	0 n	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_HI,CZ	6 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_HI,DE	: u	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_HI,DK	19 	18 	16 
PC_ENT_IACC,10_C10_33,E_CC_HI,EA	7 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_HI,EE	13 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_HI,EL	4 	3 	: u
PC_ENT_IACC,10_C10_33,E_CC_HI,ES	7 	6 	4 
PC_ENT_IACC,10_C10_33,E_CC_HI,EU15	8 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_HI,EU27	7 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_HI,EU28	7 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_HI,FI	29 	22 	17 
PC_ENT_IACC,10_C10_33,E_CC_HI,FR	7 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_HI,HR	10 	12 	12 
PC_ENT_IACC,10_C10_33,E_CC_HI,HU	4 	4 	3 
PC_ENT_IACC,10_C10_33,E_CC_HI,IE	15 	14 	10 
PC_ENT_IACC,10_C10_33,E_CC_HI,IS	: 	: 	30 
PC_ENT_IACC,10_C10_33,E_CC_HI,IT	5 b	: 	13 
PC_ENT_IACC,10_C10_33,E_CC_HI,LT	8 	9 	6 
PC_ENT_IACC,10_C10_33,E_CC_HI,LU	9 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_HI,LV	3 	4 	3 
PC_ENT_IACC,10_C10_33,E_CC_HI,MK	3 	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_HI,MT	7 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_HI,NL	15 	: 	12 
PC_ENT_IACC,10_C10_33,E_CC_HI,NO	24 	14 	13 
PC_ENT_IACC,10_C10_33,E_CC_HI,PL	3 	3 	2 
PC_ENT_IACC,10_C10_33,E_CC_HI,PT	6 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_HI,RO	4 	5 	2 
PC_ENT_IACC,10_C10_33,E_CC_HI,RS	: 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_HI,SE	18 	: 	15 
PC_ENT_IACC,10_C10_33,E_CC_HI,SI	10 	9 	5 
PC_ENT_IACC,10_C10_33,E_CC_HI,SK	8 	10 	8 
PC_ENT_IACC,10_C10_33,E_CC_HI,UK	13 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_LO,AT	7 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_LO,BE	8 	8 	7 
PC_ENT_IACC,10_C10_33,E_CC_LO,BG	: u	: c	: c
PC_ENT_IACC,10_C10_33,E_CC_LO,CY	4 	3 	4 
PC_ENT_IACC,10_C10_33,E_CC_LO,CZ	7 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_LO,DE	: u	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_LO,DK	17 	11 	11 
PC_ENT_IACC,10_C10_33,E_CC_LO,EA	8 	: 	9 
PC_ENT_IACC,10_C10_33,E_CC_LO,EE	6 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_LO,EL	4 	3 	: u
PC_ENT_IACC,10_C10_33,E_CC_LO,ES	6 	4 	5 
PC_ENT_IACC,10_C10_33,E_CC_LO,EU15	9 	: 	9 
PC_ENT_IACC,10_C10_33,E_CC_LO,EU27	8 	: 	8 
PC_ENT_IACC,10_C10_33,E_CC_LO,EU28	8 	: 	8 
PC_ENT_IACC,10_C10_33,E_CC_LO,FI	21 	19 	18 
PC_ENT_IACC,10_C10_33,E_CC_LO,FR	6 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_LO,HR	7 	7 	7 
PC_ENT_IACC,10_C10_33,E_CC_LO,HU	5 	4 	3 
PC_ENT_IACC,10_C10_33,E_CC_LO,IE	17 	16 	14 
PC_ENT_IACC,10_C10_33,E_CC_LO,IS	: 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_LO,IT	12 b	: 	20 
PC_ENT_IACC,10_C10_33,E_CC_LO,LT	5 	5 	4 
PC_ENT_IACC,10_C10_33,E_CC_LO,LU	7 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_LO,LV	3 	2 	: c
PC_ENT_IACC,10_C10_33,E_CC_LO,MK	3 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_LO,MT	12 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_LO,NL	4 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_LO,NO	6 	9 	7 
PC_ENT_IACC,10_C10_33,E_CC_LO,PL	3 	3 	2 
PC_ENT_IACC,10_C10_33,E_CC_LO,PT	6 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_LO,RO	2 	2 	3 
PC_ENT_IACC,10_C10_33,E_CC_LO,RS	: 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_LO,SE	19 	: 	14 
PC_ENT_IACC,10_C10_33,E_CC_LO,SI	6 	5 	4 
PC_ENT_IACC,10_C10_33,E_CC_LO,SK	5 	8 	5 
PC_ENT_IACC,10_C10_33,E_CC_LO,UK	15 	: 	8 
PC_ENT_IACC,10_C10_33,E_CC_ME,AT	8 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_ME,BE	8 	11 	10 
PC_ENT_IACC,10_C10_33,E_CC_ME,BG	3 	: u	: u
PC_ENT_IACC,10_C10_33,E_CC_ME,CY	5 	3 	4 
PC_ENT_IACC,10_C10_33,E_CC_ME,CZ	9 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_ME,DE	: u	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_ME,DK	20 	14 	15 
PC_ENT_IACC,10_C10_33,E_CC_ME,EA	10 	: 	12 
PC_ENT_IACC,10_C10_33,E_CC_ME,EE	7 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_ME,EL	6 	3 	: u
PC_ENT_IACC,10_C10_33,E_CC_ME,ES	10 	6 	8 
PC_ENT_IACC,10_C10_33,E_CC_ME,EU15	12 	: 	12 
PC_ENT_IACC,10_C10_33,E_CC_ME,EU27	10 	: 	10 
PC_ENT_IACC,10_C10_33,E_CC_ME,EU28	10 	: 	10 
PC_ENT_IACC,10_C10_33,E_CC_ME,FI	28 	26 	26 
PC_ENT_IACC,10_C10_33,E_CC_ME,FR	9 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_ME,HR	10 	10 	9 
PC_ENT_IACC,10_C10_33,E_CC_ME,HU	6 	5 	3 
PC_ENT_IACC,10_C10_33,E_CC_ME,IE	26 	21 	19 
PC_ENT_IACC,10_C10_33,E_CC_ME,IS	: 	: 	11 
PC_ENT_IACC,10_C10_33,E_CC_ME,IT	15 b	: 	25 
PC_ENT_IACC,10_C10_33,E_CC_ME,LT	6 	6 	5 
PC_ENT_IACC,10_C10_33,E_CC_ME,LU	11 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_ME,LV	4 	4 	2 
PC_ENT_IACC,10_C10_33,E_CC_ME,MK	3 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_ME,MT	14 	: 	10 
PC_ENT_IACC,10_C10_33,E_CC_ME,NL	9 	: 	10 
PC_ENT_IACC,10_C10_33,E_CC_ME,NO	10 	16 	10 
PC_ENT_IACC,10_C10_33,E_CC_ME,PL	4 	4 	3 
PC_ENT_IACC,10_C10_33,E_CC_ME,PT	7 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_ME,RO	2 	2 	4 
PC_ENT_IACC,10_C10_33,E_CC_ME,RS	: 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_ME,SE	25 	: 	19 
PC_ENT_IACC,10_C10_33,E_CC_ME,SI	8 	7 	6 
PC_ENT_IACC,10_C10_33,E_CC_ME,SK	6 	9 	7 
PC_ENT_IACC,10_C10_33,E_CC_ME,UK	18 	: 	10 
PC_ENT_IACC,10_C10_33,E_CC_PANY,AT	13 	: 	10 
PC_ENT_IACC,10_C10_33,E_CC_PANY,BE	21 	: u	: u
PC_ENT_IACC,10_C10_33,E_CC_PANY,BG	4 	4 	7 
PC_ENT_IACC,10_C10_33,E_CC_PANY,CY	5 	5 	7 
PC_ENT_IACC,10_C10_33,E_CC_PANY,CZ	15 	: 	13 
PC_ENT_IACC,10_C10_33,E_CC_PANY,DE	13 	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_PANY,DK	40 	33 	32 
PC_ENT_IACC,10_C10_33,E_CC_PANY,EA	17 	: 	19 
PC_ENT_IACC,10_C10_33,E_CC_PANY,EE	20 	: 	14 
PC_ENT_IACC,10_C10_33,E_CC_PANY,EL	9 	7 	: u
PC_ENT_IACC,10_C10_33,E_CC_PANY,ES	16 	12 	13 
PC_ENT_IACC,10_C10_33,E_CC_PANY,EU15	20 	: 	19 
PC_ENT_IACC,10_C10_33,E_CC_PANY,EU27	17 	: 	17 
PC_ENT_IACC,10_C10_33,E_CC_PANY,EU28	17 	: 	17 
PC_ENT_IACC,10_C10_33,E_CC_PANY,FI	57 	48 	43 
PC_ENT_IACC,10_C10_33,E_CC_PANY,FR	16 	: 	9 
PC_ENT_IACC,10_C10_33,E_CC_PANY,HR	20 	22 	21 
PC_ENT_IACC,10_C10_33,E_CC_PANY,HU	10 	9 	6 
PC_ENT_IACC,10_C10_33,E_CC_PANY,IE	41 	35 	29 
PC_ENT_IACC,10_C10_33,E_CC_PANY,IS	: 	: 	41 
PC_ENT_IACC,10_C10_33,E_CC_PANY,IT	20 b	: 	38 
PC_ENT_IACC,10_C10_33,E_CC_PANY,LT	15 	15 	10 
PC_ENT_IACC,10_C10_33,E_CC_PANY,LU	20 	: 	12 
PC_ENT_IACC,10_C10_33,E_CC_PANY,LV	7 	8 	5 
PC_ENT_IACC,10_C10_33,E_CC_PANY,MK	6 	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_PANY,MT	22 	: 	17 
PC_ENT_IACC,10_C10_33,E_CC_PANY,NL	24 	: 	21 
PC_ENT_IACC,10_C10_33,E_CC_PANY,NO	34 	32 	24 
PC_ENT_IACC,10_C10_33,E_CC_PANY,PL	7 	6 	5 
PC_ENT_IACC,10_C10_33,E_CC_PANY,PT	12 	: 	9 
PC_ENT_IACC,10_C10_33,E_CC_PANY,RO	7 	7 	6 
PC_ENT_IACC,10_C10_33,E_CC_PANY,RS	: 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_PANY,SE	43 	: 	34 
PC_ENT_IACC,10_C10_33,E_CC_PANY,SI	17 	15 	11 
PC_ENT_IACC,10_C10_33,E_CC_PANY,SK	15 	20 	14 
PC_ENT_IACC,10_C10_33,E_CC_PANY,UK	31 	: 	17 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,AT	1 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,BE	4 	6 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,BG	: u	: u	: c
PC_ENT_IACC,10_C10_33,E_CC_PCPU,CY	0 n	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,CZ	2 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,DE	: u	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_PCPU,DK	10 	7 	7 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,EA	2 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,EE	5 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,EL	2 	2 	: u
PC_ENT_IACC,10_C10_33,E_CC_PCPU,ES	4 	2 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,EU15	3 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,EU27	2 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,EU28	2 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,FI	5 	3 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,FR	2 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,HR	4 	4 	5 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,HU	2 	1 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,IE	5 	6 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,IS	: 	: 	12 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,IT	1 b	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,LT	4 	5 	4 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,LU	3 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,LV	1 	: c	: c
PC_ENT_IACC,10_C10_33,E_CC_PCPU,MK	1 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,MT	3 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,NL	4 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,NO	10 	6 	6 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,PL	1 	1 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,PT	3 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,RO	1 	2 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,RS	: 	: 	0 n
PC_ENT_IACC,10_C10_33,E_CC_PCPU,SE	8 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,SI	4 	4 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,SK	3 	4 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCPU,UK	5 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,AT	3 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,BE	7 	7 	4 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,BG	1 	: c	: c
PC_ENT_IACC,10_C10_33,E_CC_PCRM,CY	0 n	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,CZ	2 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,DE	: u	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_PCRM,DK	10 	8 	8 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,EA	3 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,EE	3 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,EL	3 	2 	: u
PC_ENT_IACC,10_C10_33,E_CC_PCRM,ES	4 	3 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,EU15	4 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,EU27	3 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,EU28	3 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,FI	15 	12 	8 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,FR	4 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,HR	3 	3 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,HU	2 	2 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,IE	8 	7 	6 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,IS	: 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,IT	3 b	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,LT	2 	3 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,LU	4 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,LV	: c	1 	: c
PC_ENT_IACC,10_C10_33,E_CC_PCRM,MK	0 n	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,MT	3 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,NL	7 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,NO	12 	8 	6 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,PL	2 	1 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,PT	3 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,RO	1 	0 n	0 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,RS	: 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,SE	7 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,SI	: c	3 	: c
PC_ENT_IACC,10_C10_33,E_CC_PCRM,SK	3 	2 	1 
PC_ENT_IACC,10_C10_33,E_CC_PCRM,UK	6 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_PDB,AT	4 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_PDB,BE	9 	11 	6 
PC_ENT_IACC,10_C10_33,E_CC_PDB,BG	: u	: u	: u
PC_ENT_IACC,10_C10_33,E_CC_PDB,CY	1 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_PDB,CZ	4 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_PDB,DE	: u	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_PDB,DK	13 	15 	16 
PC_ENT_IACC,10_C10_33,E_CC_PDB,EA	6 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_PDB,EE	4 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PDB,EL	4 	3 	: u
PC_ENT_IACC,10_C10_33,E_CC_PDB,ES	8 	7 	6 
PC_ENT_IACC,10_C10_33,E_CC_PDB,EU15	7 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_PDB,EU27	6 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PDB,EU28	6 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PDB,FI	21 	17 	14 
PC_ENT_IACC,10_C10_33,E_CC_PDB,FR	7 	: 	4 
PC_ENT_IACC,10_C10_33,E_CC_PDB,HR	10 	10 	9 
PC_ENT_IACC,10_C10_33,E_CC_PDB,HU	3 	3 	2 
PC_ENT_IACC,10_C10_33,E_CC_PDB,IE	17 	14 	10 
PC_ENT_IACC,10_C10_33,E_CC_PDB,IS	: 	: 	30 
PC_ENT_IACC,10_C10_33,E_CC_PDB,IT	6 b	: 	10 
PC_ENT_IACC,10_C10_33,E_CC_PDB,LT	5 	7 	4 
PC_ENT_IACC,10_C10_33,E_CC_PDB,LU	8 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_PDB,LV	3 	4 	3 
PC_ENT_IACC,10_C10_33,E_CC_PDB,MK	2 	: 	3 
PC_ENT_IACC,10_C10_33,E_CC_PDB,MT	7 	: 	8 
PC_ENT_IACC,10_C10_33,E_CC_PDB,NL	13 	: 	10 
PC_ENT_IACC,10_C10_33,E_CC_PDB,NO	20 	16 	12 
PC_ENT_IACC,10_C10_33,E_CC_PDB,PL	3 	2 	2 
PC_ENT_IACC,10_C10_33,E_CC_PDB,PT	4 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PDB,RO	4 	2 	2 
PC_ENT_IACC,10_C10_33,E_CC_PDB,RS	: 	: 	1 
PC_ENT_IACC,10_C10_33,E_CC_PDB,SE	14 	: 	13 
PC_ENT_IACC,10_C10_33,E_CC_PDB,SI	6 	5 	3 
PC_ENT_IACC,10_C10_33,E_CC_PDB,SK	4 	5 	4 
PC_ENT_IACC,10_C10_33,E_CC_PDB,UK	10 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_PEM,AT	7 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PEM,BE	15 	: u	12 
PC_ENT_IACC,10_C10_33,E_CC_PEM,BG	3 	3 	6 
PC_ENT_IACC,10_C10_33,E_CC_PEM,CY	3 	4 	5 
PC_ENT_IACC,10_C10_33,E_CC_PEM,CZ	11 	: 	11 
PC_ENT_IACC,10_C10_33,E_CC_PEM,DE	: u	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_PEM,DK	25 	21 	20 
PC_ENT_IACC,10_C10_33,E_CC_PEM,EA	12 	: 	14 
PC_ENT_IACC,10_C10_33,E_CC_PEM,EE	12 	: 	8 
PC_ENT_IACC,10_C10_33,E_CC_PEM,EL	6 	5 	: u
PC_ENT_IACC,10_C10_33,E_CC_PEM,ES	11 	9 	8 
PC_ENT_IACC,10_C10_33,E_CC_PEM,EU15	13 	: 	14 
PC_ENT_IACC,10_C10_33,E_CC_PEM,EU27	12 	: 	12 
PC_ENT_IACC,10_C10_33,E_CC_PEM,EU28	12 	: 	12 
PC_ENT_IACC,10_C10_33,E_CC_PEM,FI	42 	35 	28 
PC_ENT_IACC,10_C10_33,E_CC_PEM,FR	10 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_PEM,HR	16 	18 	18 
PC_ENT_IACC,10_C10_33,E_CC_PEM,HU	7 	7 	4 
PC_ENT_IACC,10_C10_33,E_CC_PEM,IE	29 	25 	18 
PC_ENT_IACC,10_C10_33,E_CC_PEM,IS	: 	: 	30 
PC_ENT_IACC,10_C10_33,E_CC_PEM,IT	17 b	: 	34 
PC_ENT_IACC,10_C10_33,E_CC_PEM,LT	10 	12 	8 
PC_ENT_IACC,10_C10_33,E_CC_PEM,LU	11 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PEM,LV	5 	6 	3 
PC_ENT_IACC,10_C10_33,E_CC_PEM,MK	5 	: 	7 
PC_ENT_IACC,10_C10_33,E_CC_PEM,MT	16 	: 	10 
PC_ENT_IACC,10_C10_33,E_CC_PEM,NL	14 	: 	11 
PC_ENT_IACC,10_C10_33,E_CC_PEM,NO	25 	19 	16 
PC_ENT_IACC,10_C10_33,E_CC_PEM,PL	5 	5 	4 
PC_ENT_IACC,10_C10_33,E_CC_PEM,PT	10 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_PEM,RO	5 	4 	4 
PC_ENT_IACC,10_C10_33,E_CC_PEM,RS	: 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PEM,SE	29 	: 	20 
PC_ENT_IACC,10_C10_33,E_CC_PEM,SI	12 	8 	7 
PC_ENT_IACC,10_C10_33,E_CC_PEM,SK	12 	17 	12 
PC_ENT_IACC,10_C10_33,E_CC_PEM,UK	19 	: 	10 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,AT	2 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,BE	9 	6 	: u
PC_ENT_IACC,10_C10_33,E_CC_PFACC,BG	: u	: c	: u
PC_ENT_IACC,10_C10_33,E_CC_PFACC,CY	0 n	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,CZ	5 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,DE	: u	: 	: u
PC_ENT_IACC,10_C10_33,E_CC_PFACC,DK	11 	12 	11 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,EA	4 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,EE	11 	: 	6 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,EL	2 	2 	: u
PC_ENT_IACC,10_C10_33,E_CC_PFACC,ES	4 	3 	2 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,EU15	5 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,EU27	4 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,EU28	4 	: 	5 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,FI	21 	15 	11 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,FR	4 	: 	2 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,HR	9 	11 	11 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,HU	3 	4 	2 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,IE	9 	10 	6 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,IS	: 	: 	27 
PC_ENT_IACC,10_C10_33,E_CC_PFACC,IT	3 b	: 	11 
