unit,sizen_r2,indic_is,geo\time	2016 	2015 	2014 
PC_ENT,10_M69_74,E_CC_LO,IT	9 b	: 	24 
PC_ENT,10_M69_74,E_CC_LO,LT	7 	5 	5 
PC_ENT,10_M69_74,E_CC_LO,LU	7 	: 	8 
PC_ENT,10_M69_74,E_CC_LO,LV	3 	5 	5 
PC_ENT,10_M69_74,E_CC_LO,MK	3 	: 	10 
PC_ENT,10_M69_74,E_CC_LO,MT	19 	: 	9 
PC_ENT,10_M69_74,E_CC_LO,NL	6 	: 	4 
PC_ENT,10_M69_74,E_CC_LO,NO	9 	7 	8 
PC_ENT,10_M69_74,E_CC_LO,PL	4 	4 	3 
PC_ENT,10_M69_74,E_CC_LO,PT	6 	: 	14 
PC_ENT,10_M69_74,E_CC_LO,RO	2 	5 	4 
PC_ENT,10_M69_74,E_CC_LO,RS	: 	: 	2 
PC_ENT,10_M69_74,E_CC_LO,SE	11 	: 	17 
PC_ENT,10_M69_74,E_CC_LO,SI	6 	10 	5 
PC_ENT,10_M69_74,E_CC_LO,SK	7 	5 	5 
PC_ENT,10_M69_74,E_CC_LO,UK	17 	: 	11 
PC_ENT,10_M69_74,E_CC_ME,AT	9 	: 	9 
PC_ENT,10_M69_74,E_CC_ME,BE	12 	14 	10 
PC_ENT,10_M69_74,E_CC_ME,BG	12 	5 	6 
PC_ENT,10_M69_74,E_CC_ME,CY	18 	10 	11 
PC_ENT,10_M69_74,E_CC_ME,CZ	10 	: 	10 
PC_ENT,10_M69_74,E_CC_ME,DE	: u	: 	: u
PC_ENT,10_M69_74,E_CC_ME,DK	13 	16 	12 
PC_ENT,10_M69_74,E_CC_ME,EA	13 	: 	12 
PC_ENT,10_M69_74,E_CC_ME,EE	13 	: 	5 
PC_ENT,10_M69_74,E_CC_ME,EL	14 	9 	: u
PC_ENT,10_M69_74,E_CC_ME,ES	14 	12 	12 
PC_ENT,10_M69_74,E_CC_ME,EU15	15 	: 	14 
PC_ENT,10_M69_74,E_CC_ME,EU27	14 	: 	13 
PC_ENT,10_M69_74,E_CC_ME,EU28	14 	: 	13 
PC_ENT,10_M69_74,E_CC_ME,FI	18 	15 	18 
PC_ENT,10_M69_74,E_CC_ME,FR	13 	: 	8 
PC_ENT,10_M69_74,E_CC_ME,HR	13 	18 	19 
PC_ENT,10_M69_74,E_CC_ME,HU	8 	5 	5 
PC_ENT,10_M69_74,E_CC_ME,IE	26 	23 	21 
PC_ENT,10_M69_74,E_CC_ME,IS	: 	: 	21 
PC_ENT,10_M69_74,E_CC_ME,IT	13 b	: 	27 
PC_ENT,10_M69_74,E_CC_ME,LT	13 	7 	7 
PC_ENT,10_M69_74,E_CC_ME,LU	13 	: 	13 
PC_ENT,10_M69_74,E_CC_ME,LV	7 	7 	9 
PC_ENT,10_M69_74,E_CC_ME,MK	4 	: 	: u
PC_ENT,10_M69_74,E_CC_ME,MT	27 	: 	17 
PC_ENT,10_M69_74,E_CC_ME,NL	12 	: 	14 
PC_ENT,10_M69_74,E_CC_ME,NO	16 	14 	11 
PC_ENT,10_M69_74,E_CC_ME,PL	7 	7 	4 
PC_ENT,10_M69_74,E_CC_ME,PT	: u	: 	17 
PC_ENT,10_M69_74,E_CC_ME,RO	6 	10 	5 
PC_ENT,10_M69_74,E_CC_ME,RS	: 	: 	5 
PC_ENT,10_M69_74,E_CC_ME,SE	21 	: 	23 
PC_ENT,10_M69_74,E_CC_ME,SI	9 	12 	7 
PC_ENT,10_M69_74,E_CC_ME,SK	12 	8 	6 
PC_ENT,10_M69_74,E_CC_ME,UK	21 	: 	17 
PC_ENT,10_M69_74,E_CC_PANY,AT	26 	: 	16 
PC_ENT,10_M69_74,E_CC_PANY,BE	51 	40 	30 
PC_ENT,10_M69_74,E_CC_PANY,BG	17 	12 	11 
PC_ENT,10_M69_74,E_CC_PANY,CY	30 	25 	18 
PC_ENT,10_M69_74,E_CC_PANY,CZ	24 	: 	16 
PC_ENT,10_M69_74,E_CC_PANY,DE	25 	: 	17 
PC_ENT,10_M69_74,E_CC_PANY,DK	51 	48 	46 
PC_ENT,10_M69_74,E_CC_PANY,EA	31 	: 	24 
PC_ENT,10_M69_74,E_CC_PANY,EE	34 	: 	17 
PC_ENT,10_M69_74,E_CC_PANY,EL	17 	16 	: u
PC_ENT,10_M69_74,E_CC_PANY,ES	32 	25 	22 
PC_ENT,10_M69_74,E_CC_PANY,EU15	37 	: 	28 
PC_ENT,10_M69_74,E_CC_PANY,EU27	34 	: 	26 
PC_ENT,10_M69_74,E_CC_PANY,EU28	34 	: 	26 
PC_ENT,10_M69_74,E_CC_PANY,FI	71 	70 	61 
PC_ENT,10_M69_74,E_CC_PANY,FR	31 	: 	19 
PC_ENT,10_M69_74,E_CC_PANY,HR	30 	33 	40 
PC_ENT,10_M69_74,E_CC_PANY,HU	19 	12 	12 
PC_ENT,10_M69_74,E_CC_PANY,IE	51 	49 	37 
PC_ENT,10_M69_74,E_CC_PANY,IS	: 	: 	47 
PC_ENT,10_M69_74,E_CC_PANY,IT	27 b	: 	49 
PC_ENT,10_M69_74,E_CC_PANY,LT	30 	29 	24 
PC_ENT,10_M69_74,E_CC_PANY,LU	25 	: 	19 
PC_ENT,10_M69_74,E_CC_PANY,LV	17 	15 	14 
PC_ENT,10_M69_74,E_CC_PANY,MK	4 	: 	: u
PC_ENT,10_M69_74,E_CC_PANY,MT	45 	: 	27 
PC_ENT,10_M69_74,E_CC_PANY,NL	51 	: 	40 
PC_ENT,10_M69_74,E_CC_PANY,NO	67 	52 	44 
PC_ENT,10_M69_74,E_CC_PANY,PL	12 	12 	9 
PC_ENT,10_M69_74,E_CC_PANY,PT	: u	: 	: u
PC_ENT,10_M69_74,E_CC_PANY,RO	14 	24 	7 
PC_ENT,10_M69_74,E_CC_PANY,RS	: 	: 	6 
PC_ENT,10_M69_74,E_CC_PANY,SE	66 	: 	54 
PC_ENT,10_M69_74,E_CC_PANY,SI	30 	25 	19 
PC_ENT,10_M69_74,E_CC_PANY,SK	26 	22 	17 
PC_ENT,10_M69_74,E_CC_PANY,UK	50 	: 	36 
PC_ENT,10_M69_74,E_CC_PCPU,AT	10 	: 	: u
PC_ENT,10_M69_74,E_CC_PCPU,BE	20 	14 	7 
PC_ENT,10_M69_74,E_CC_PCPU,BG	: u	4 	: u
PC_ENT,10_M69_74,E_CC_PCPU,CY	6 	5 	2 
PC_ENT,10_M69_74,E_CC_PCPU,CZ	7 	: 	3 
PC_ENT,10_M69_74,E_CC_PCPU,DE	: u	: 	: u
PC_ENT,10_M69_74,E_CC_PCPU,DK	20 	16 	20 
PC_ENT,10_M69_74,E_CC_PCPU,EA	8 	: 	5 
PC_ENT,10_M69_74,E_CC_PCPU,EE	8 	: 	1 
PC_ENT,10_M69_74,E_CC_PCPU,EL	3 	3 	: u
PC_ENT,10_M69_74,E_CC_PCPU,ES	11 	9 	6 
PC_ENT,10_M69_74,E_CC_PCPU,EU15	9 	: 	6 
PC_ENT,10_M69_74,E_CC_PCPU,EU27	8 	: 	6 
PC_ENT,10_M69_74,E_CC_PCPU,EU28	8 	: 	6 
PC_ENT,10_M69_74,E_CC_PCPU,FI	13 	9 	15 
PC_ENT,10_M69_74,E_CC_PCPU,FR	7 	: 	3 
PC_ENT,10_M69_74,E_CC_PCPU,HR	10 	6 	14 
PC_ENT,10_M69_74,E_CC_PCPU,HU	4 	3 	3 
PC_ENT,10_M69_74,E_CC_PCPU,IE	9 	12 	7 
PC_ENT,10_M69_74,E_CC_PCPU,IS	: 	: 	3 
PC_ENT,10_M69_74,E_CC_PCPU,IT	7 b	: 	4 
PC_ENT,10_M69_74,E_CC_PCPU,LT	12 	13 	12 
PC_ENT,10_M69_74,E_CC_PCPU,LU	6 	: 	3 
PC_ENT,10_M69_74,E_CC_PCPU,LV	7 	4 	2 
PC_ENT,10_M69_74,E_CC_PCPU,MK	0 	: 	10 
PC_ENT,10_M69_74,E_CC_PCPU,MT	12 	: 	8 
PC_ENT,10_M69_74,E_CC_PCPU,NL	11 	: 	9 
PC_ENT,10_M69_74,E_CC_PCPU,NO	20 	16 	17 
PC_ENT,10_M69_74,E_CC_PCPU,PL	2 	2 	2 
PC_ENT,10_M69_74,E_CC_PCPU,PT	: u	: 	8 
PC_ENT,10_M69_74,E_CC_PCPU,RO	5 	8 	0 n
PC_ENT,10_M69_74,E_CC_PCPU,RS	: 	: 	1 
PC_ENT,10_M69_74,E_CC_PCPU,SE	16 	: 	15 
PC_ENT,10_M69_74,E_CC_PCPU,SI	8 	6 	8 
PC_ENT,10_M69_74,E_CC_PCPU,SK	6 	3 	5 
PC_ENT,10_M69_74,E_CC_PCPU,UK	13 	: 	10 
PC_ENT,10_M69_74,E_CC_PCRM,AT	6 	: 	: u
PC_ENT,10_M69_74,E_CC_PCRM,BE	26 	17 	8 
PC_ENT,10_M69_74,E_CC_PCRM,BG	: u	4 	: u
PC_ENT,10_M69_74,E_CC_PCRM,CY	9 	8 	5 
PC_ENT,10_M69_74,E_CC_PCRM,CZ	7 	: 	3 
PC_ENT,10_M69_74,E_CC_PCRM,DE	: u	: 	: u
PC_ENT,10_M69_74,E_CC_PCRM,DK	19 	14 	15 
PC_ENT,10_M69_74,E_CC_PCRM,EA	9 	: 	5 
PC_ENT,10_M69_74,E_CC_PCRM,EE	4 	: 	2 
PC_ENT,10_M69_74,E_CC_PCRM,EL	1 	3 	: u
PC_ENT,10_M69_74,E_CC_PCRM,ES	10 	8 	5 
PC_ENT,10_M69_74,E_CC_PCRM,EU15	11 	: 	7 
PC_ENT,10_M69_74,E_CC_PCRM,EU27	10 	: 	6 
PC_ENT,10_M69_74,E_CC_PCRM,EU28	10 	: 	6 
PC_ENT,10_M69_74,E_CC_PCRM,FI	43 	32 	25 
PC_ENT,10_M69_74,E_CC_PCRM,FR	10 	: 	6 
PC_ENT,10_M69_74,E_CC_PCRM,HR	5 	3 	5 
PC_ENT,10_M69_74,E_CC_PCRM,HU	4 	3 	3 
PC_ENT,10_M69_74,E_CC_PCRM,IE	12 	14 	9 
PC_ENT,10_M69_74,E_CC_PCRM,IS	: 	: 	21 
PC_ENT,10_M69_74,E_CC_PCRM,IT	6 b	: 	8 
PC_ENT,10_M69_74,E_CC_PCRM,LT	5 	8 	7 
PC_ENT,10_M69_74,E_CC_PCRM,LU	7 	: 	2 
PC_ENT,10_M69_74,E_CC_PCRM,LV	8 	3 	2 
PC_ENT,10_M69_74,E_CC_PCRM,MK	0 	: 	6 
PC_ENT,10_M69_74,E_CC_PCRM,MT	9 	: 	5 
PC_ENT,10_M69_74,E_CC_PCRM,NL	22 	: 	16 
PC_ENT,10_M69_74,E_CC_PCRM,NO	30 	19 	20 
PC_ENT,10_M69_74,E_CC_PCRM,PL	3 	3 	3 
PC_ENT,10_M69_74,E_CC_PCRM,PT	: u	: 	2 
PC_ENT,10_M69_74,E_CC_PCRM,RO	4 	0 n	0 
PC_ENT,10_M69_74,E_CC_PCRM,RS	: 	: 	0 n
PC_ENT,10_M69_74,E_CC_PCRM,SE	26 	: 	14 
PC_ENT,10_M69_74,E_CC_PCRM,SI	10 	5 	3 
PC_ENT,10_M69_74,E_CC_PCRM,SK	3 	6 	4 
PC_ENT,10_M69_74,E_CC_PCRM,UK	13 	: 	10 
PC_ENT,10_M69_74,E_CC_PDB,AT	10 	: 	7 
PC_ENT,10_M69_74,E_CC_PDB,BE	29 	20 	14 
PC_ENT,10_M69_74,E_CC_PDB,BG	9 	8 	5 
PC_ENT,10_M69_74,E_CC_PDB,CY	9 	7 	5 
PC_ENT,10_M69_74,E_CC_PDB,CZ	8 	: 	6 
PC_ENT,10_M69_74,E_CC_PDB,DE	: u	: 	: u
PC_ENT,10_M69_74,E_CC_PDB,DK	27 	23 	26 
PC_ENT,10_M69_74,E_CC_PDB,EA	16 	: 	11 
PC_ENT,10_M69_74,E_CC_PDB,EE	10 	: 	3 
PC_ENT,10_M69_74,E_CC_PDB,EL	7 	5 	: u
PC_ENT,10_M69_74,E_CC_PDB,ES	20 	17 	15 
PC_ENT,10_M69_74,E_CC_PDB,EU15	18 	: 	13 
PC_ENT,10_M69_74,E_CC_PDB,EU27	17 	: 	12 
PC_ENT,10_M69_74,E_CC_PDB,EU28	17 	: 	12 
PC_ENT,10_M69_74,E_CC_PDB,FI	33 	32 	20 
PC_ENT,10_M69_74,E_CC_PDB,FR	19 	: 	10 
PC_ENT,10_M69_74,E_CC_PDB,HR	14 	15 	16 
PC_ENT,10_M69_74,E_CC_PDB,HU	7 	4 	5 
PC_ENT,10_M69_74,E_CC_PDB,IE	19 	16 	12 
PC_ENT,10_M69_74,E_CC_PDB,IS	: 	: 	24 
PC_ENT,10_M69_74,E_CC_PDB,IT	14 b	: 	12 
PC_ENT,10_M69_74,E_CC_PDB,LT	16 	21 	15 
PC_ENT,10_M69_74,E_CC_PDB,LU	13 	: 	8 
PC_ENT,10_M69_74,E_CC_PDB,LV	11 	9 	8 
PC_ENT,10_M69_74,E_CC_PDB,MK	2 	: 	: u
PC_ENT,10_M69_74,E_CC_PDB,MT	21 	: 	13 
PC_ENT,10_M69_74,E_CC_PDB,NL	34 	: 	27 
PC_ENT,10_M69_74,E_CC_PDB,NO	45 	31 	27 
PC_ENT,10_M69_74,E_CC_PDB,PL	5 	6 	5 
PC_ENT,10_M69_74,E_CC_PDB,PT	: u	: 	7 
PC_ENT,10_M69_74,E_CC_PDB,RO	8 	10 	1 
PC_ENT,10_M69_74,E_CC_PDB,RS	: 	: 	3 
PC_ENT,10_M69_74,E_CC_PDB,SE	39 	: 	22 
PC_ENT,10_M69_74,E_CC_PDB,SI	12 	8 	10 
PC_ENT,10_M69_74,E_CC_PDB,SK	10 	9 	6 
PC_ENT,10_M69_74,E_CC_PDB,UK	21 	: 	17 
PC_ENT,10_M69_74,E_CC_PEM,AT	16 	: 	7 
PC_ENT,10_M69_74,E_CC_PEM,BE	32 	23 	14 
PC_ENT,10_M69_74,E_CC_PEM,BG	11 	9 	9 
PC_ENT,10_M69_74,E_CC_PEM,CY	23 	21 	14 
PC_ENT,10_M69_74,E_CC_PEM,CZ	19 	: 	13 
PC_ENT,10_M69_74,E_CC_PEM,DE	: u	: 	: u
PC_ENT,10_M69_74,E_CC_PEM,DK	35 	31 	30 
PC_ENT,10_M69_74,E_CC_PEM,EA	22 	: 	15 
PC_ENT,10_M69_74,E_CC_PEM,EE	21 	: 	9 
PC_ENT,10_M69_74,E_CC_PEM,EL	9 	11 	: u
PC_ENT,10_M69_74,E_CC_PEM,ES	24 	21 	15 
PC_ENT,10_M69_74,E_CC_PEM,EU15	25 	: 	17 
PC_ENT,10_M69_74,E_CC_PEM,EU27	23 	: 	16 
PC_ENT,10_M69_74,E_CC_PEM,EU28	23 	: 	16 
PC_ENT,10_M69_74,E_CC_PEM,FI	54 	45 	44 
PC_ENT,10_M69_74,E_CC_PEM,FR	21 	: 	12 
PC_ENT,10_M69_74,E_CC_PEM,HR	22 	24 	37 
PC_ENT,10_M69_74,E_CC_PEM,HU	11 	8 	8 
PC_ENT,10_M69_74,E_CC_PEM,IE	35 	33 	23 
PC_ENT,10_M69_74,E_CC_PEM,IS	: 	: 	30 
PC_ENT,10_M69_74,E_CC_PEM,IT	21 b	: 	41 
PC_ENT,10_M69_74,E_CC_PEM,LT	24 	22 	18 
PC_ENT,10_M69_74,E_CC_PEM,LU	15 	: 	9 
PC_ENT,10_M69_74,E_CC_PEM,LV	11 	11 	8 
PC_ENT,10_M69_74,E_CC_PEM,MK	2 	: 	: u
PC_ENT,10_M69_74,E_CC_PEM,MT	36 	: 	19 
PC_ENT,10_M69_74,E_CC_PEM,NL	31 	: 	23 
PC_ENT,10_M69_74,E_CC_PEM,NO	48 	34 	26 
PC_ENT,10_M69_74,E_CC_PEM,PL	8 	8 	6 
PC_ENT,10_M69_74,E_CC_PEM,PT	: u	: 	22 
PC_ENT,10_M69_74,E_CC_PEM,RO	10 	17 	6 
PC_ENT,10_M69_74,E_CC_PEM,RS	: 	: 	4 
PC_ENT,10_M69_74,E_CC_PEM,SE	46 	: 	35 
PC_ENT,10_M69_74,E_CC_PEM,SI	17 	14 	14 
PC_ENT,10_M69_74,E_CC_PEM,SK	20 	16 	13 
PC_ENT,10_M69_74,E_CC_PEM,UK	31 	: 	19 
PC_ENT,10_M69_74,E_CC_PFACC,AT	8 	: 	: u
PC_ENT,10_M69_74,E_CC_PFACC,BE	29 	13 	13 
PC_ENT,10_M69_74,E_CC_PFACC,BG	5 	5 	: u
PC_ENT,10_M69_74,E_CC_PFACC,CY	8 	11 	1 
PC_ENT,10_M69_74,E_CC_PFACC,CZ	9 	: 	2 
PC_ENT,10_M69_74,E_CC_PFACC,DE	: u	: 	: u
PC_ENT,10_M69_74,E_CC_PFACC,DK	27 	25 	25 
PC_ENT,10_M69_74,E_CC_PFACC,EA	12 	: 	8 
PC_ENT,10_M69_74,E_CC_PFACC,EE	16 	: 	11 
PC_ENT,10_M69_74,E_CC_PFACC,EL	2 	6 	: u
PC_ENT,10_M69_74,E_CC_PFACC,ES	10 	7 	5 
PC_ENT,10_M69_74,E_CC_PFACC,EU15	15 	: 	9 
PC_ENT,10_M69_74,E_CC_PFACC,EU27	13 	: 	8 
PC_ENT,10_M69_74,E_CC_PFACC,EU28	13 	: 	8 
PC_ENT,10_M69_74,E_CC_PFACC,FI	39 	44 	29 
PC_ENT,10_M69_74,E_CC_PFACC,FR	10 	: 	7 
PC_ENT,10_M69_74,E_CC_PFACC,HR	13 	9 	17 
PC_ENT,10_M69_74,E_CC_PFACC,HU	7 	3 	3 
PC_ENT,10_M69_74,E_CC_PFACC,IE	15 	17 	8 
PC_ENT,10_M69_74,E_CC_PFACC,IS	: 	: 	18 
PC_ENT,10_M69_74,E_CC_PFACC,IT	7 b	: 	16 
PC_ENT,10_M69_74,E_CC_PFACC,LT	10 	15 	9 
PC_ENT,10_M69_74,E_CC_PFACC,LU	9 	: 	4 
PC_ENT,10_M69_74,E_CC_PFACC,LV	7 	6 	4 
PC_ENT,10_M69_74,E_CC_PFACC,MK	0 	: 	10 
PC_ENT,10_M69_74,E_CC_PFACC,MT	10 	: 	4 
PC_ENT,10_M69_74,E_CC_PFACC,NL	33 	: 	22 
PC_ENT,10_M69_74,E_CC_PFACC,NO	41 	26 	22 
PC_ENT,10_M69_74,E_CC_PFACC,PL	3 	3 	2 
PC_ENT,10_M69_74,E_CC_PFACC,PT	12 	: 	3 
PC_ENT,10_M69_74,E_CC_PFACC,RO	2 	12 	2 
PC_ENT,10_M69_74,E_CC_PFACC,RS	: 	: 	1 
PC_ENT,10_M69_74,E_CC_PFACC,SE	33 	: 	19 
PC_ENT,10_M69_74,E_CC_PFACC,SI	10 	7 	6 
PC_ENT,10_M69_74,E_CC_PFACC,SK	13 	12 	9 
PC_ENT,10_M69_74,E_CC_PFACC,UK	21 	: 	11 
PC_ENT,10_M69_74,E_CC_PFIL,AT	20 	: 	12 
PC_ENT,10_M69_74,E_CC_PFIL,BE	40 	27 	17 
PC_ENT,10_M69_74,E_CC_PFIL,BG	8 	7 	6 
PC_ENT,10_M69_74,E_CC_PFIL,CY	22 	14 	12 
PC_ENT,10_M69_74,E_CC_PFIL,CZ	15 	: 	8 
PC_ENT,10_M69_74,E_CC_PFIL,DE	: u	: 	: u
PC_ENT,10_M69_74,E_CC_PFIL,DK	38 	37 	35 
PC_ENT,10_M69_74,E_CC_PFIL,EA	22 	: 	15 
PC_ENT,10_M69_74,E_CC_PFIL,EE	19 	: 	8 
PC_ENT,10_M69_74,E_CC_PFIL,EL	9 	8 	: u
PC_ENT,10_M69_74,E_CC_PFIL,ES	23 	19 	16 
PC_ENT,10_M69_74,E_CC_PFIL,EU15	27 	: 	19 
PC_ENT,10_M69_74,E_CC_PFIL,EU27	25 	: 	17 
PC_ENT,10_M69_74,E_CC_PFIL,EU28	25 	: 	17 
PC_ENT,10_M69_74,E_CC_PFIL,FI	45 	44 	35 
PC_ENT,10_M69_74,E_CC_PFIL,FR	24 	: 	11 
PC_ENT,10_M69_74,E_CC_PFIL,HR	18 	15 	24 
PC_ENT,10_M69_74,E_CC_PFIL,HU	10 	7 	8 
PC_ENT,10_M69_74,E_CC_PFIL,IE	37 	37 	29 
PC_ENT,10_M69_74,E_CC_PFIL,IS	: 	: 	36 
PC_ENT,10_M69_74,E_CC_PFIL,IT	15 b	: 	19 
PC_ENT,10_M69_74,E_CC_PFIL,LT	17 	20 	15 
PC_ENT,10_M69_74,E_CC_PFIL,LU	18 	: 	15 
PC_ENT,10_M69_74,E_CC_PFIL,LV	12 	12 	10 
PC_ENT,10_M69_74,E_CC_PFIL,MK	3 	: 	: u
PC_ENT,10_M69_74,E_CC_PFIL,MT	32 	: 	22 
PC_ENT,10_M69_74,E_CC_PFIL,NL	34 	: 	27 
PC_ENT,10_M69_74,E_CC_PFIL,NO	50 	33 	33 
PC_ENT,10_M69_74,E_CC_PFIL,PL	7 	8 	6 
PC_ENT,10_M69_74,E_CC_PFIL,PT	: u	: 	15 
PC_ENT,10_M69_74,E_CC_PFIL,RO	3 	11 	1 
PC_ENT,10_M69_74,E_CC_PFIL,RS	: 	: 	2 
PC_ENT,10_M69_74,E_CC_PFIL,SE	51 	: 	39 
PC_ENT,10_M69_74,E_CC_PFIL,SI	15 	15 	13 
PC_ENT,10_M69_74,E_CC_PFIL,SK	14 	11 	9 
PC_ENT,10_M69_74,E_CC_PFIL,UK	37 	: 	27 
PC_ENT,10_M69_74,E_CC_PNONE,AT	0 n	: 	: u
PC_ENT,10_M69_74,E_CC_PNONE,BE	4 	4 	0 n
PC_ENT,10_M69_74,E_CC_PNONE,BG	: u	: c	0 
PC_ENT,10_M69_74,E_CC_PNONE,CY	0 	: 	0 
PC_ENT,10_M69_74,E_CC_PNONE,CZ	0 	: 	0 
PC_ENT,10_M69_74,E_CC_PNONE,DE	1 	: 	1 
PC_ENT,10_M69_74,E_CC_PNONE,DK	1 	1 	0 n
PC_ENT,10_M69_74,E_CC_PNONE,EA	1 	: 	1 
PC_ENT,10_M69_74,E_CC_PNONE,EE	0 	: 	0 
PC_ENT,10_M69_74,E_CC_PNONE,EL	0 	0 	: u
PC_ENT,10_M69_74,E_CC_PNONE,ES	0 n	0 n	2 
PC_ENT,10_M69_74,E_CC_PNONE,EU15	1 	: 	1 
PC_ENT,10_M69_74,E_CC_PNONE,EU27	1 	: 	1 
PC_ENT,10_M69_74,E_CC_PNONE,EU28	1 	: 	1 
PC_ENT,10_M69_74,E_CC_PNONE,FI	5 	5 	4 
PC_ENT,10_M69_74,E_CC_PNONE,FR	1 	: 	0 n
PC_ENT,10_M69_74,E_CC_PNONE,HR	0 	0 	0 
PC_ENT,10_M69_74,E_CC_PNONE,HU	1 	2 	0 n
PC_ENT,10_M69_74,E_CC_PNONE,IE	4 	2 	1 
PC_ENT,10_M69_74,E_CC_PNONE,IS	: 	: 	0 
PC_ENT,10_M69_74,E_CC_PNONE,IT	0 bn	: 	0 n
PC_ENT,10_M69_74,E_CC_PNONE,LT	0 	0 	1 
PC_ENT,10_M69_74,E_CC_PNONE,LU	2 	: 	3 
PC_ENT,10_M69_74,E_CC_PNONE,LV	0 	0 	0 
PC_ENT,10_M69_74,E_CC_PNONE,MK	0 	: 	0 
PC_ENT,10_M69_74,E_CC_PNONE,MT	1 	: 	1 
PC_ENT,10_M69_74,E_CC_PNONE,NL	2 	: 	2 
PC_ENT,10_M69_74,E_CC_PNONE,NO	2 	3 	1 
PC_ENT,10_M69_74,E_CC_PNONE,PL	0 n	0 n	1 
PC_ENT,10_M69_74,E_CC_PNONE,PT	0 	: 	0 
PC_ENT,10_M69_74,E_CC_PNONE,RO	0 	0 	0 
PC_ENT,10_M69_74,E_CC_PNONE,RS	: 	: 	0 
PC_ENT,10_M69_74,E_CC_PNONE,SE	2 	: 	1 
PC_ENT,10_M69_74,E_CC_PNONE,SI	1 	1 	1 
PC_ENT,10_M69_74,E_CC_PNONE,SK	0 	0 n	0 n
PC_ENT,10_M69_74,E_CC_PNONE,UK	1 	: 	2 
PC_ENT,10_M69_74,E_CC_PSOFT,AT	10 	: 	5 
PC_ENT,10_M69_74,E_CC_PSOFT,BE	29 	20 	11 
PC_ENT,10_M69_74,E_CC_PSOFT,BG	8 	7 	6 
PC_ENT,10_M69_74,E_CC_PSOFT,CY	17 	12 	7 
PC_ENT,10_M69_74,E_CC_PSOFT,CZ	12 	: 	6 
PC_ENT,10_M69_74,E_CC_PSOFT,DE	: u	: 	: u
PC_ENT,10_M69_74,E_CC_PSOFT,DK	26 	26 	19 
PC_ENT,10_M69_74,E_CC_PSOFT,EA	14 	: 	8 
PC_ENT,10_M69_74,E_CC_PSOFT,EE	10 	: 	7 
PC_ENT,10_M69_74,E_CC_PSOFT,EL	6 	7 	: u
PC_ENT,10_M69_74,E_CC_PSOFT,ES	16 	9 	8 
PC_ENT,10_M69_74,E_CC_PSOFT,EU15	17 	: 	10 
PC_ENT,10_M69_74,E_CC_PSOFT,EU27	16 	: 	9 
PC_ENT,10_M69_74,E_CC_PSOFT,EU28	16 	: 	9 
PC_ENT,10_M69_74,E_CC_PSOFT,FI	42 	33 	30 
PC_ENT,10_M69_74,E_CC_PSOFT,FR	12 	: 	8 
PC_ENT,10_M69_74,E_CC_PSOFT,HR	12 	11 	22 
PC_ENT,10_M69_74,E_CC_PSOFT,HU	11 	5 	6 
PC_ENT,10_M69_74,E_CC_PSOFT,IE	24 	24 	12 
PC_ENT,10_M69_74,E_CC_PSOFT,IS	: 	: 	17 
PC_ENT,10_M69_74,E_CC_PSOFT,IT	13 b	: 	21 
PC_ENT,10_M69_74,E_CC_PSOFT,LT	11 	14 	10 
PC_ENT,10_M69_74,E_CC_PSOFT,LU	12 	: 	6 
PC_ENT,10_M69_74,E_CC_PSOFT,LV	6 	4 	5 
PC_ENT,10_M69_74,E_CC_PSOFT,MK	0 n	: 	10 
PC_ENT,10_M69_74,E_CC_PSOFT,MT	28 	: 	8 
PC_ENT,10_M69_74,E_CC_PSOFT,NL	26 	: 	18 
PC_ENT,10_M69_74,E_CC_PSOFT,NO	42 	27 	20 
PC_ENT,10_M69_74,E_CC_PSOFT,PL	4 	6 	3 
PC_ENT,10_M69_74,E_CC_PSOFT,PT	: u	: 	12 
PC_ENT,10_M69_74,E_CC_PSOFT,RO	1 	12 	1 
PC_ENT,10_M69_74,E_CC_PSOFT,RS	: 	: 	2 
PC_ENT,10_M69_74,E_CC_PSOFT,SE	30 	: 	18 
PC_ENT,10_M69_74,E_CC_PSOFT,SI	16 	10 	10 
PC_ENT,10_M69_74,E_CC_PSOFT,SK	12 	9 	6 
PC_ENT,10_M69_74,E_CC_PSOFT,UK	24 	: 	11 
PC_ENT,10_M69_74,E_CC_SS,AT	18 	: 	11 
PC_ENT,10_M69_74,E_CC_SS,BE	39 	25 	17 
PC_ENT,10_M69_74,E_CC_SS,BG	11 	9 	7 
PC_ENT,10_M69_74,E_CC_SS,CY	22 	20 	11 
PC_ENT,10_M69_74,E_CC_SS,CZ	19 	: 	12 
PC_ENT,10_M69_74,E_CC_SS,DE	: u	: 	17 
PC_ENT,10_M69_74,E_CC_SS,DK	33 	33 	32 
PC_ENT,10_M69_74,E_CC_SS,EA	21 	: 	18 
PC_ENT,10_M69_74,E_CC_SS,EE	30 	: 	13 
PC_ENT,10_M69_74,E_CC_SS,EL	15 	11 	: u
PC_ENT,10_M69_74,E_CC_SS,ES	22 	19 	11 
PC_ENT,10_M69_74,E_CC_SS,EU15	27 	: 	22 
PC_ENT,10_M69_74,E_CC_SS,EU27	26 	: 	20 
PC_ENT,10_M69_74,E_CC_SS,EU28	26 	: 	20 
PC_ENT,10_M69_74,E_CC_SS,FI	68 	71 	54 
